ProductId,Year,Month,Units,Avg,Max,Min,Count,UnitPrice,Lag1,Lag3,Lag12,RollingMean3,RollingMean6,Next
18,2011,9,101,16.833334,75,1,6,2.9166667,25,35,0,78.333336,61,78
18,2011,10,78,26,72,1,3,2.8166666,101,109,0,68,69.333336,24
18,2011,11,24,3.4285715,7,1,7,3.152857,78,25,0,67.666664,62,2
19,2011,1,3,1,1,1,3,12.46,11,0,0,7,7,8
19,2011,2,8,1.3333334,3,1,6,12.46,3,0,0,7.3333335,7.3333335,3
19,2011,3,3,1,1,1,3,12.46,8,11,0,4.6666665,6.25,5
19,2011,4,5,2.5,3,2,2,12.46,3,3,0,5.3333335,6,9
19,2011,5,9,3,5,1,3,12.46,5,8,0,5.6666665,6.5,11
19,2011,6,11,2.2,4,1,5,12.46,9,3,0,8.333333,6.5,2
19,2011,7,2,2,2,2,1,12.46,11,5,0,7.3333335,6.3333335,10
19,2011,8,10,2.5,4,1,4,12.46,2,9,0,7.6666665,6.6666665,8
19,2011,9,8,1.6,2,1,5,12.46,10,11,0,6.6666665,7.5,5
19,2011,10,5,1.6666666,3,1,3,12.46,8,2,0,7.6666665,7.5,7
19,2011,11,7,1.4,2,1,5,12.46,5,10,0,6.6666665,7.1666665,5
20,2011,1,193,12.0625,72,1,16,6.67,194,0,0,193.5,193.5,115
20,2011,2,115,8.214286,51,1,14,5.95,193,0,0,167.33333,167.33333,122
20,2011,3,122,12.2,36,1,10,5.95,115,194,0,143.33333,156,91
20,2011,4,91,7.5833335,25,1,12,6.22125,122,193,0,109.333336,143,198
20,2011,5,198,14.142858,63,1,14,6.617857,91,115,0,137,152.16667,144
20,2011,6,144,9,33,1,16,6.6804166,198,122,0,144.33333,143.83333,515
20,2011,7,515,27.105263,120,1,19,5.7869473,144,91,0,285.66666,197.5,221
20,2011,8,221,13,60,1,17,6.058235,515,198,0,293.33334,215.16667,261
20,2011,9,261,12.428572,62,2,21,6.2092066,221,144,0,332.33334,238.33333,549
20,2011,10,549,28.894737,183,1,19,6.0226755,261,515,0,343.66666,314.66666,169
20,2011,11,169,8.894737,48,2,19,6.5255265,549,221,0,326.33334,309.83334,72
22,2011,1,139,8.176471,34,1,17,7.1835685,141,0,0,140,140,278
22,2011,2,278,13.9,128,1,20,6.48425,139,0,0,186,186,480
22,2011,3,480,21.818182,158,1,22,6.7828407,278,141,0,299,259.5,180
22,2011,4,180,10,60,1,18,6.4972224,480,139,0,312.66666,243.6,346
22,2011,5,346,20.352942,73,1,17,6.79701,180,278,0,335.33334,260.66666,398
22,2011,6,398,17.304348,124,1,23,7.3872027,346,480,0,308,303.5,700
22,2011,7,700,31.818182,128,1,22,7.633106,398,180,0,481.33334,397,420
22,2011,8,420,22.105263,63,1,19,6.591579,700,346,0,506,420.66666,351
22,2011,9,351,16.714285,66,1,21,6.6737857,420,398,0,490.33334,399.16666,275
22,2011,10,275,14.473684,65,1,19,6.655132,351,700,0,348.66666,415,162
22,2011,11,162,10.125,67,1,16,7.1942186,275,420,0,262.66666,384.33334,84
23,2011,1,2,1,1,1,2,12.46,5,0,0,3.5,3.5,1
23,2011,2,1,1,1,1,1,12.46,2,0,0,2.6666667,2.6666667,1
23,2011,3,1,1,1,1,1,12.46,1,5,0,1.3333334,2.25,2
23,2011,4,2,2,2,2,1,12.46,1,2,0,1.3333334,2.2,5
23,2011,5,5,2.5,4,1,2,12.46,2,1,0,2.6666667,2.6666667,5
23,2011,6,5,1.6666666,2,1,3,12.46,5,1,0,4,2.6666667,3
23,2011,7,3,1,1,1,3,12.46,5,2,0,4.3333335,2.8333333,5
23,2011,8,5,2.5,4,1,2,12.46,3,5,0,4.3333335,3.5,1
23,2011,9,1,1,1,1,1,12.46,5,5,0,3,3.5,1
23,2011,10,1,1,1,1,1,12.46,1,3,0,2.3333333,3.3333333,1
23,2011,11,1,1,1,1,1,12.46,1,5,0,1,2.6666667,1
24,2011,1,16,2.6666667,4,1,6,7.035,73,0,0,44.5,44.5,25
24,2011,2,25,3.5714285,7,1,7,5.95,16,0,0,38,38,37
24,2011,3,37,4.625,12,1,8,6.76375,25,73,0,26,37.75,96
24,2011,4,96,9.6,60,1,10,6.501,37,16,0,52.666668,49.4,77
24,2011,5,77,11,60,1,7,6.737143,96,25,0,70,54,28
24,2011,6,28,4,9,1,7,5.95,77,37,0,67,46.5,144
24,2011,7,144,11.076923,72,1,13,6.058077,28,96,0,83,67.833336,79
24,2011,8,79,8.777778,51,1,9,5.95,144,77,0,83.666664,76.833336,48
24,2011,9,48,3.4285715,12,1,14,5.95,79,28,0,90.333336,78.666664,49
24,2011,10,49,4.9,29,1,10,5.9166665,48,144,0,58.666668,70.833336,87
24,2011,11,87,6.214286,49,1,14,6.728036,49,79,0,61.333332,72.5,19
32,2011,1,191,47.75,120,23,4,0.21,94,0,0,142.5,142.5,96
32,2011,2,96,48,48,48,2,0.21,191,0,0,127,127,147
32,2011,3,147,49,120,3,3,0.21,96,94,0,144.66667,132,195
32,2011,4,195,65,168,2,3,0.21,147,191,0,146,144.6,64
32,2011,5,64,32,40,24,2,0.21,195,96,0,135.33333,131.16667,54
32,2011,6,54,27,50,4,2,0.21,64,147,0,104.333336,124.5,189
32,2011,7,189,47.25,129,12,4,0.21,54,195,0,102.333336,124.166664,192
32,2011,8,192,38.4,48,24,5,0.21,189,64,0,145,140.16667,48
32,2011,9,48,24,24,24,2,0.21,192,54,0,143,123.666664,119
32,2011,10,119,29.75,88,1,4,0.21,48,189,0,119.666664,111,359
32,2011,11,359,39.88889,96,23,9,0.21,119,192,0,175.33333,160.16667,25
34,2011,1,10,10,10,10,1,0.42,1029,0,0,519.5,519.5,1501
34,2011,2,1501,750.5,1500,1,2,0.37,10,0,0,846.6667,846.6667,1060
34,2011,3,1060,530,1000,60,2,0.37,1501,1029,0,857,900,23
34,2011,4,23,7.6666665,10,3,3,0.42,1060,10,0,861.3333,724.6,2771
34,2011,5,2771,395.85715,2001,20,7,0.39857143,23,1501,0,1284.6666,1065.6666,32
34,2011,6,32,16,20,12,2,0.37,2771,1060,0,942,899.5,60
34,2011,7,60,20,20,20,3,0.42,32,23,0,954.3333,907.8333,2065
34,2011,8,2065,344.16666,2004,1,6,0.41166666,60,2771,0,719,1001.8333,1061
34,2011,9,1061,212.2,1000,1,5,0.4,2065,32,0,1062,1002,40
34,2011,10,40,13.333333,20,10,3,0.42,1061,60,0,1055.3334,1004.8333,3606
34,2011,11,3606,515.1429,3020,1,7,0.39857143,40,2065,0,1569,1144,70
36,2011,1,40,13.333333,20,10,3,0.85,28,0,0,34,34,323
36,2011,2,323,80.75,210,1,4,0.83375,40,0,0,130.33333,130.33333,70
36,2011,3,70,35,60,10,2,0.85,323,28,0,144.33333,115.25,133
36,2011,4,133,26.6,100,3,5,0.85,70,40,0,175.33333,118.8,122
36,2011,5,122,24.4,50,10,5,0.85,133,323,0,108.333336,119.333336,110
36,2011,6,110,22,60,10,5,0.824,122,70,0,121.666664,133,72
36,2011,7,72,12,30,2,6,0.85,110,133,0,101.333336,138.33333,65
36,2011,8,65,10.833333,30,1,6,0.85,72,122,0,82.333336,95.333336,50
36,2011,9,50,12.5,20,10,4,0.85,65,110,0,62.333332,92,40
36,2011,10,40,10,10,10,4,0.85,50,72,0,51.666668,76.5,140
36,2011,11,140,20,50,10,7,0.85,40,65,0,76.666664,79.5,80
42,2011,1,1,1,1,1,1,0.85,27,0,0,14,14,2
42,2011,2,2,1,1,1,2,0.83,1,0,0,10,10,192
42,2011,3,192,96,96,96,2,0.12,2,27,0,65,55.5,100
42,2011,4,100,50,96,4,2,0.475,192,1,0,98,64.4,24
42,2011,5,24,24,24,24,1,0.42,100,2,0,105.333336,57.666668,288
42,2011,6,288,72,144,24,4,0.12,24,192,0,137.33333,101.166664,149
42,2011,7,149,21.285715,50,1,7,0.2552381,288,100,0,153.66667,125.833336,194
42,2011,8,194,24.25,48,1,8,0.253125,149,24,0,210.33333,157.83333,145
42,2011,9,145,29,48,1,5,0.262,194,288,0,162.66667,150,211
42,2011,10,211,26.375,72,1,8,0.20875,145,149,0,183.33333,168.5,126
42,2011,11,126,14,25,1,9,0.3172222,211,194,0,160.66667,185.5,2
48,2011,1,350,35,75,25,10,0.42,225,0,0,287.5,287.5,275
48,2011,2,275,39.285713,75,25,7,0.42,350,0,0,283.33334,283.33334,725
48,2011,3,725,45.3125,100,25,16,0.405,275,225,0,450,393.75,775
48,2011,4,775,86.111115,475,25,9,0.41777778,725,350,0,591.6667,470,675
48,2011,5,675,56.25,225,25,12,0.41666666,775,275,0,725,504.16666,275
48,2011,6,275,34.375,75,25,8,0.42,675,725,0,575,512.5,350
48,2011,7,350,50,200,25,7,0.42,275,775,0,433.33334,512.5,200
48,2011,8,200,28.571428,50,25,7,0.42,350,675,0,275,500,475
48,2011,9,475,33.92857,75,25,14,0.42,200,275,0,341.66666,458.33334,900
48,2011,10,900,100,625,25,9,0.41666666,475,350,0,525,479.16666,475
48,2011,11,475,39.583332,75,25,12,0.4175,900,200,0,616.6667,445.83334,100
51,2011,1,451,32.214287,76,25,14,0.42,50,0,0,250.5,250.5,400
51,2011,2,400,36.363636,75,25,11,0.42,451,0,0,300.33334,300.33334,525
51,2011,3,525,35,50,25,15,0.42,400,50,0,458.66666,356.5,700
51,2011,4,700,41.17647,75,25,17,0.42,525,451,0,541.6667,425.2,400
51,2011,5,400,33.333332,50,25,12,0.42,700,400,0,541.6667,421,1150
51,2011,6,1150,71.875,450,25,16,0.41833332,400,525,0,750,604.3333,750
51,2011,7,750,41.666668,125,25,18,0.42,1150,700,0,766.6667,654.1667,625
51,2011,8,625,48.076923,125,25,13,0.42,750,400,0,841.6667,691.6667,475
51,2011,9,475,36.53846,100,25,13,0.42,625,1150,0,616.6667,683.3333,1025
51,2011,10,1025,56.944443,175,25,18,0.42,475,750,0,708.3333,737.5,525
51,2011,11,525,58.333332,250,25,9,0.41777778,1025,625,0,675,758.3333,150
52,2011,1,300,33.333332,50,25,9,0.42,100,0,0,200,200,300
52,2011,2,300,37.5,75,25,8,0.42,300,0,0,233.33333,233.33333,325
52,2011,3,325,29.545454,50,25,11,0.42,300,100,0,308.33334,256.25,175
52,2011,4,175,43.75,50,25,4,0.42,325,300,0,266.66666,240,475
52,2011,5,475,33.92857,75,25,14,0.42,175,300,0,325,279.16666,200
52,2011,6,200,28.571428,50,25,7,0.42,475,325,0,283.33334,295.83334,325
52,2011,7,325,32.5,50,25,10,0.42,200,175,0,333.33334,300,350
52,2011,8,350,31.818182,50,25,11,0.42,325,475,0,291.66666,308.33334,325
52,2011,9,325,40.625,100,25,8,0.42,350,200,0,333.33334,308.33334,850
52,2011,10,850,94.44444,450,25,9,0.41777778,325,325,0,508.33334,420.83334,300
52,2011,11,300,33.333332,75,25,9,0.42,850,350,0,491.66666,391.66666,50
71,2011,1,219,24.333334,60,1,9,0.3172222,154,0,0,186.5,186.5,684
71,2011,2,684,85.5,600,2,8,0.335,219,0,0,352.33334,352.33334,303
71,2011,3,303,21.642857,60,2,14,0.2675,684,154,0,402,340,96
71,2011,4,96,13.714286,30,4,7,0.36,303,219,0,361,291.2,235
71,2011,5,235,39.166668,83,1,6,0.315,96,684,0,211.33333,281.83334,75
71,2011,6,75,10.714286,28,2,7,0.285,235,303,0,135.33333,268.66666,574
71,2011,7,574,63.77778,240,2,9,0.27444443,75,96,0,294.66666,327.83334,189
71,2011,8,189,27,80,1,7,0.3,574,235,0,279.33334,245.33333,93
71,2011,9,93,13.285714,60,2,7,0.33,189,75,0,285.33334,210.33333,198
71,2011,10,198,19.8,60,1,10,0.252,93,574,0,160,227.33333,228
71,2011,11,228,13.411765,80,1,17,0.32405883,198,189,0,173,226.16667,56
72,2011,1,122,15.25,57,1,8,0.329375,58,0,0,90,90,19
72,2011,2,19,4.75,8,1,4,0.3675,122,0,0,66.333336,66.333336,101
72,2011,3,101,16.833334,57,1,6,0.25666666,19,58,0,80.666664,75,98
72,2011,4,98,24.5,41,1,4,0.2625,101,122,0,72.666664,79.6,197
72,2011,5,197,24.625,54,1,8,0.249375,98,19,0,132,99.166664,7
72,2011,6,7,3.5,6,1,2,0.42,197,101,0,100.666664,90.666664,231
72,2011,7,231,23.1,112,1,10,0.268,7,98,0,145,108.833336,63
72,2011,8,63,10.5,28,1,6,0.35,231,197,0,100.333336,116.166664,95
72,2011,9,95,15.833333,30,1,6,0.28,63,7,0,129.66667,115.166664,141
72,2011,10,141,8.294118,28,1,17,0.2902941,95,231,0,99.666664,122.333336,260
72,2011,11,260,16.25,85,1,16,0.3303125,141,63,0,165.33333,132.83333,46
73,2011,1,453,37.75,120,1,12,0.31215277,615,0,0,534,534,200
73,2011,2,200,16.666666,45,1,12,0.32666665,453,0,0,422.66666,422.66666,560
73,2011,3,560,43.076923,180,1,13,0.24788462,200,615,0,404.33334,457,196
73,2011,4,196,21.777779,64,1,9,0.29944444,560,453,0,318.66666,404.8,287
73,2011,5,287,20.5,43,2,14,0.275,196,200,0,347.66666,385.16666,270
73,2011,6,270,19.285715,91,1,14,0.3182143,287,560,0,251,327.66666,370
73,2011,7,370,24.666666,91,1,15,0.31583333,270,196,0,309,313.83334,266
73,2011,8,266,26.6,60,1,10,0.273,370,287,0,302,324.83334,333
73,2011,9,333,22.2,90,1,15,0.27666667,266,270,0,323,287,293
73,2011,10,293,20.928572,92,1,14,0.27321428,333,370,0,297.33334,303.16666,928
73,2011,11,928,42.18182,265,1,22,0.28842172,293,266,0,518,410,223
74,2011,1,58,14.5,28,1,4,0.3175,86,0,0,72,72,54
74,2011,2,54,9,28,1,6,0.35,58,0,0,66,66,95
74,2011,3,95,15.833333,56,1,6,0.2975,54,86,0,69,73.25,180
74,2011,4,180,20,56,1,9,0.29166666,95,58,0,109.666664,94.6,115
74,2011,5,115,23,28,3,5,0.21,180,54,0,130,98,28
74,2011,6,28,4,6,1,7,0.33,115,95,0,107.666664,88.333336,209
74,2011,7,209,26.125,113,1,8,0.285625,28,180,0,117.333336,113.5,146
74,2011,8,146,20.857143,31,1,7,0.27,209,115,0,127.666664,128.83333,89
74,2011,9,89,17.8,28,2,5,0.294,146,28,0,148,127.833336,99
74,2011,10,99,8.25,56,1,12,0.3325,89,209,0,111.333336,114.333336,178
74,2011,11,178,11.125,56,1,16,0.3346875,99,146,0,122,124.833336,61
81,2011,1,3181,318.1,1440,2,10,0.251,1151,0,0,2166,2166,398
81,2011,2,398,56.857143,144,36,7,0.28333333,3181,0,0,1576.6666,1576.6666,3396
81,2011,3,3396,308.72726,756,12,11,0.27727273,398,1151,0,2325,2031.5,510
81,2011,4,510,46.363636,144,1,11,0.3790909,3396,3181,0,1434.6666,1727.2,2209
81,2011,5,2209,184.08333,756,1,12,0.285,510,398,0,2038.3334,1807.5,2990
81,2011,6,2990,271.81818,756,14,11,0.29272726,2209,3396,0,1903,2114,1804
81,2011,7,1804,128.85715,724,1,14,0.30071428,2990,510,0,2334.3333,1884.5,1490
81,2011,8,1490,93.125,760,1,16,0.353125,1804,2209,0,2094.6667,2066.5,2159
81,2011,9,2159,166.07692,760,1,13,0.44692308,1490,2990,0,1817.6666,1860.3334,2400
81,2011,10,2400,171.42857,1476,27,14,0.39821428,2159,1804,0,2016.3334,2175.3333,1071
81,2011,11,1071,63,190,2,17,0.43019608,2400,1490,0,1876.6666,1985.6666,297
84,2011,1,16,2.2857144,7,1,7,2.487857,34,0,0,25,25,1
84,2011,2,1,1,1,1,1,2.46,16,0,0,17,17,14
84,2011,3,14,2.8,6,1,5,2.478,1,34,0,10.333333,16.25,3
84,2011,4,3,1,1,1,3,2.49,14,16,0,6,13.6,25
84,2011,5,25,12.5,24,1,2,1.655,3,1,0,14,15.5,29
84,2011,6,29,4.8333335,24,1,6,2.1916666,25,14,0,19,14.666667,22
84,2011,7,22,3.6666667,11,1,6,2.3258333,29,3,0,25.333334,15.666667,12
84,2011,8,12,3,8,1,4,2.0575,22,25,0,21,17.5,58
84,2011,9,58,14.5,24,1,4,1.2525,12,29,0,30.666666,24.833334,94
84,2011,10,94,11.75,24,1,8,0.85,58,22,0,54.666668,40,10
84,2011,11,10,5,6,4,2,0.85,94,12,0,54,37.5,5
86,2011,1,10,2.5,6,1,4,2.52,132,0,0,71,71,5
86,2011,2,5,1,1,1,5,2.478,10,0,0,49,49,19
86,2011,3,19,2.375,6,1,8,2.4825,5,132,0,11.333333,41.5,4
86,2011,4,4,1.3333334,2,1,3,2.52,19,10,0,9.333333,34,1
86,2011,5,1,1,1,1,1,2.46,4,5,0,8,28.5,30
86,2011,6,30,7.5,24,1,4,1.655,1,19,0,11.666667,11.5,18
86,2011,7,18,3,11,1,6,2.0575,30,4,0,16.333334,12.833333,6
86,2011,8,6,1.5,3,1,4,1.655,18,1,0,18,13,11
86,2011,9,11,2.75,8,1,4,1.2525,6,30,0,11.666667,11.666667,71
86,2011,10,71,7.888889,25,1,9,0.9394444,11,18,0,29.333334,22.833334,94
86,2011,11,94,11.75,27,1,8,1.353125,71,6,0,58.666668,38.333332,20
87,2011,1,14,2,6,1,7,2.5142858,13,0,0,13.5,13.5,3
87,2011,2,3,1,1,1,3,2.46,14,0,0,10,10,8
87,2011,3,8,2.6666667,6,1,3,2.49,3,13,0,8.333333,9.5,2
87,2011,4,2,1,1,1,2,2.46,8,14,0,4.3333335,8,1
87,2011,5,1,1,1,1,1,2.46,2,3,0,3.6666667,6.8333335,3
87,2011,6,3,1,1,1,3,2.49,1,8,0,2,5.1666665,16
87,2011,7,16,2.6666667,10,1,6,1.9233333,3,2,0,6.6666665,5.5,58
87,2011,8,58,6.4444447,24,1,9,1.9233333,16,1,0,25.666666,14.666667,43
87,2011,9,43,6.142857,24,1,7,1.31,58,3,0,39,20.5,86
87,2011,10,86,9.555555,24,1,9,1.028889,43,16,0,62.333332,34.5,166
87,2011,11,166,11.857142,26,1,14,1.4135,86,58,0,98.333336,62,50
89,2011,1,12,1.5,2,1,8,2.47875,42,0,0,27,27,2
89,2011,2,2,1,1,1,2,2.505,12,0,0,18.666666,18.666666,7
89,2011,3,7,1.4,2,1,5,2.478,2,42,0,7,15.75,2
89,2011,4,2,1,1,1,2,2.505,7,12,0,3.6666667,13,2
89,2011,5,2,1,1,1,2,2.46,2,2,0,3.6666667,11.166667,3
89,2011,6,3,1,1,1,3,1.9233333,2,7,0,2.3333333,4.6666665,58
89,2011,7,58,5.8,24,1,10,1.977,3,2,0,21,12.333333,27
89,2011,8,27,9,24,1,3,1.3866667,58,2,0,29.333334,16.5,34
89,2011,9,34,17,24,10,2,0.85,27,3,0,39.666668,21,48
89,2011,10,48,5.3333335,24,1,9,1.2972223,34,58,0,36.333332,28.666666,162
89,2011,11,162,10.8,39,1,15,1.6728889,48,27,0,81.333336,55.333332,49
92,2011,1,606,303,600,6,2,0.27,686,0,0,646,646,108
92,2011,2,108,27,42,12,4,0.3,606,0,0,466.66666,466.66666,18
92,2011,3,18,18,18,18,1,0.3,108,686,0,244,354.5,90
92,2011,4,90,45,72,18,2,0.27,18,606,0,72,301.6,102
92,2011,5,102,25.5,72,6,4,0.3,90,108,0,70,268.33334,96
92,2011,6,96,24,36,6,4,0.3,102,18,0,96,170,186
92,2011,7,186,46.5,72,6,4,0.3,96,90,0,128,100,37
92,2011,8,37,9.25,18,1,4,0.3,186,102,0,106.333336,88.166664,180
92,2011,9,180,36,72,12,5,0.288,37,96,0,134.33333,115.166664,162
92,2011,10,162,27,72,6,6,0.29,180,186,0,126.333336,127.166664,120
92,2011,11,120,60,72,48,2,0.3,162,37,0,154,130.16667,36
94,2011,1,108,54,100,8,2,0.1,102,0,0,105,105,200
94,2011,2,200,100,100,100,2,0.1,108,0,0,136.66667,136.66667,60
94,2011,3,60,60,60,60,1,0.1,200,102,0,122.666664,117.5,200
94,2011,4,200,200,200,200,1,0.07,60,108,0,153.33333,134,2
94,2011,5,2,1,1,1,2,0.83,200,200,0,87.333336,112,203
94,2011,6,203,40.6,100,1,5,0.392,2,60,0,135,128.83333,2
94,2011,7,2,1,1,1,2,0.465,203,200,0,69,111.166664,36
94,2011,8,36,12,30,1,3,0.58666664,2,2,0,80.333336,83.833336,200
94,2011,9,200,100,100,100,2,0.085,36,203,0,79.333336,107.166664,205
94,2011,10,205,51.25,100,2,4,0.465,200,2,0,147,108,204
94,2011,11,204,34,100,1,6,0.465,205,36,0,203,141.66667,3
97,2011,1,117,14.625,50,1,8,0.37,38,0,0,77.5,77.5,106
97,2011,2,106,17.666666,75,1,6,0.35,117,0,0,87,87,134
97,2011,3,134,19.142857,50,1,7,0.36,106,38,0,119,98.75,34
97,2011,4,34,6.8,29,1,5,0.399,134,117,0,91.333336,85.8,57
